time_measured,temperature,relative_humidity,ambient_light,barometric_pressure,sound_noise,eTVOC,eCO2,discomfort_index,heat_stroke,vibration_information,si_value,pga,seismic_intensity,temperature_flag,relative_humidity_flag,ambient_light_flag,barometric_pressure_flag,sound_noise_flag,etvoc_flag,eco2_flag,discomfort_index_flag,heat_stroke_flag,si_value_flag,pga_flag,seismic_intensity_flag
1710146938,20.41,41.86,148,994.722,77.21,72,877,65.3,16.41,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146939,20.41,41.87,146,994.72,78.69,72,877,65.3,16.41,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146940,20.4,41.91,146,994.717,77.24,74,891,65.29,16.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146941,20.41,41.92,146,994.719,78.18,74,891,65.3,16.41,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146942,20.4,41.96,148,994.717,77.86,74,891,65.29,16.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146944,20.39,41.98,148,994.716,78.79,76,905,65.28,16.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146945,20.38,42.01,139,994.715,77.81,78,915,65.27,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146946,20.4,42.01,146,994.718,77.49,78,915,65.3,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146947,20.39,42.03,146,994.72,77.66,78,915,65.28,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146948,20.39,42.07,148,994.72,77.84,83,945,65.29,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146949,20.4,42.1,139,994.721,76.88,79,925,65.3,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146950,20.39,42.1,144,994.724,78.68,85,961,65.29,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146951,20.4,42.1,146,994.719,77.8,85,961,65.3,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146952,20.37,42.15,146,994.714,77.82,87,977,65.27,16.46,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146953,20.39,42.14,144,994.71,78.23,87,977,65.29,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146955,20.39,42.15,146,994.709,76.22,79,925,65.29,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146956,20.41,42.09,141,994.708,77.19,83,945,65.31,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146957,20.42,42.07,146,994.707,77.65,83,945,65.32,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146958,20.39,42.13,146,994.709,76.63,78,915,65.29,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146959,20.39,42.12,148,994.71,76.36,78,915,65.29,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146960,20.38,42.14,146,994.709,77.31,76,905,65.28,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146961,20.36,42.16,146,994.707,78.37,78,915,65.26,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146962,20.38,42.15,146,994.706,77.91,76,905,65.28,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146963,20.36,42.19,139,994.707,77.43,76,905,65.26,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146965,20.37,42.18,148,994.706,78.35,76,905,65.27,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146966,20.34,42.19,148,994.71,77.6,72,877,65.23,16.46,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146967,20.36,42.17,148,994.71,78.07,72,877,65.26,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146968,20.38,42.14,146,994.71,78.3,67,846,65.28,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146969,20.38,42.12,146,994.707,77.34,67,846,65.28,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146970,20.39,42.08,146,994.707,79.47,67,846,65.29,16.47,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146971,20.4,42.05,146,994.708,76.98,67,846,65.3,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146972,20.41,42.0,146,994.709,77.38,67,846,65.31,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146973,20.42,41.98,137,994.706,79.46,67,846,65.32,16.42,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146974,20.43,41.96,146,994.704,80.56,70,863,65.33,16.42,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146976,20.43,42.0,146,994.705,78.69,72,877,65.33,16.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146977,20.41,42.06,146,994.703,77.99,72,877,65.31,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146978,20.4,42.09,146,994.704,77.04,70,863,65.3,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146979,20.4,42.09,146,994.702,78.0,70,863,65.3,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146980,20.4,42.08,137,994.703,78.08,70,863,65.3,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146981,20.42,42.01,141,994.705,77.93,70,863,65.32,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146982,20.42,41.99,144,994.704,77.07,67,846,65.32,16.42,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146983,20.42,42.01,146,994.703,78.02,70,863,65.32,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146984,20.43,42.03,146,994.703,77.68,72,877,65.33,16.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146985,20.44,42.02,146,994.701,76.96,72,877,65.35,16.51,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146987,20.46,42.02,137,994.699,78.27,72,877,65.37,16.53,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146988,20.46,42.04,139,994.7,76.57,74,891,65.37,16.53,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146989,20.45,42.06,146,994.702,78.19,76,905,65.36,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146990,20.43,42.08,146,994.702,78.63,76,905,65.34,16.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146991,20.42,42.08,144,994.697,77.75,76,905,65.32,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146992,20.42,42.07,144,994.698,77.15,78,915,65.32,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146993,20.43,42.05,137,994.701,78.09,78,915,65.34,16.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146994,20.45,42.0,146,994.703,78.81,79,925,65.36,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146995,20.45,42.03,146,994.709,77.31,83,945,65.36,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146997,20.44,42.03,139,994.702,77.86,83,945,65.35,16.51,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146998,20.43,42.05,146,994.7,77.8,85,961,65.34,16.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710146999,20.44,42.08,139,994.699,77.73,85,961,65.35,16.51,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147000,20.46,42.06,148,994.7,77.82,85,961,65.37,16.53,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147001,20.44,42.08,148,994.702,79.48,85,961,65.35,16.51,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147002,20.42,42.14,148,994.702,77.87,87,977,65.33,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147003,20.4,42.2,141,994.701,77.3,90,992,65.31,16.51,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147004,20.37,42.29,144,994.699,78.24,96,1032,65.28,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147005,20.37,42.34,144,994.694,77.98,93,1012,65.28,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147006,20.39,42.36,146,994.694,77.86,87,975,65.3,16.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147008,20.41,42.33,146,994.698,78.46,85,961,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147009,20.41,42.33,144,994.691,79.39,87,975,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147010,20.41,42.32,146,994.694,78.15,85,961,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147011,20.39,42.36,146,994.698,78.0,85,961,65.3,16.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147012,20.37,42.37,139,994.7,78.08,85,961,65.28,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147013,20.37,42.4,146,994.7,77.92,83,945,65.28,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147014,20.38,42.38,141,994.699,78.83,85,961,65.29,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147015,20.38,42.38,141,994.697,77.73,85,961,65.29,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147016,20.38,42.4,146,994.687,77.94,85,961,65.29,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147017,20.38,42.43,146,994.69,77.89,85,961,65.3,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147019,20.37,42.45,146,994.69,78.06,85,961,65.28,16.48,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147020,20.38,42.45,146,994.691,78.05,85,961,65.3,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147021,20.38,42.46,144,994.691,76.68,83,945,65.3,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147022,20.39,42.44,141,994.689,77.29,83,945,65.31,16.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147023,20.41,42.41,148,994.691,77.67,80,927,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147024,20.41,42.38,148,994.688,78.44,77,909,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147025,20.42,42.34,148,994.688,78.12,80,927,65.34,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147026,20.41,42.34,146,994.69,78.81,77,909,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147027,20.39,42.35,146,994.692,78.75,80,927,65.3,16.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147028,20.38,42.36,146,994.689,77.66,77,909,65.29,16.49,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147030,20.4,42.33,146,994.692,76.4,77,909,65.31,16.51,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147031,20.4,42.34,144,994.689,78.08,77,909,65.32,16.51,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147032,20.4,42.33,146,994.683,79.63,74,889,65.31,16.51,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147033,20.41,42.31,146,994.679,78.52,76,900,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147034,20.42,42.3,137,994.676,77.58,74,889,65.34,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147035,20.45,42.26,141,994.677,77.51,76,900,65.37,16.55,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147036,20.47,42.23,146,994.68,78.01,76,900,65.39,16.56,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147037,20.46,42.25,137,994.679,90.73,78,915,65.38,16.56,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147038,20.44,42.29,146,994.681,77.38,79,925,65.36,16.54,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147040,20.43,42.31,146,994.676,78.07,76,905,65.35,16.53,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147041,20.42,42.31,146,994.672,77.59,78,915,65.34,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147042,20.43,42.3,144,994.668,77.04,76,900,65.35,16.53,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147043,20.43,42.31,148,994.663,79.55,76,900,65.35,16.53,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147044,20.45,42.29,148,994.664,77.27,76,900,65.37,16.55,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147045,20.46,42.28,148,994.664,78.53,74,889,65.39,16.56,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147046,20.45,42.33,144,994.668,78.18,79,925,65.38,16.55,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147047,20.45,42.33,144,994.666,78.11,78,915,65.38,16.55,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147048,20.42,42.4,137,994.667,76.54,76,900,65.34,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147049,20.41,42.38,146,994.668,78.51,74,889,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147051,20.42,42.4,146,994.666,76.81,76,900,65.34,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147052,20.42,42.41,141,994.669,77.95,74,889,65.34,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147053,20.41,42.43,148,994.669,78.43,76,900,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147054,20.41,42.43,148,994.668,78.35,76,900,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147055,20.42,42.42,148,994.667,78.64,76,900,65.34,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147056,20.44,42.41,148,994.664,78.05,76,900,65.37,16.54,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147057,20.45,42.4,139,994.663,78.73,74,889,65.38,16.55,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147058,20.48,42.38,141,994.661,78.3,76,900,65.42,16.57,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147059,20.46,42.4,144,994.657,78.51,72,877,65.39,16.56,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147060,20.45,42.4,148,994.658,78.18,70,863,65.38,16.55,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147062,20.42,42.44,148,994.659,77.77,70,863,65.35,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147063,20.41,42.43,148,994.663,78.48,67,846,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147064,20.4,42.46,144,994.661,77.28,70,863,65.32,16.51,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147065,20.41,42.44,146,994.658,78.19,67,846,65.33,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147066,20.42,42.42,141,994.66,77.31,65,832,65.34,16.52,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147067,20.43,42.41,146,994.662,78.87,65,832,65.36,16.53,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147068,20.44,42.35,146,994.66,77.42,67,846,65.37,16.54,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147069,20.45,42.34,148,994.658,77.37,65,832,65.38,16.55,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147070,20.45,42.37,146,994.661,77.43,67,846,65.38,16.55,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147072,20.44,42.4,146,994.657,77.56,65,832,65.37,16.54,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147073,20.45,42.38,146,994.658,76.9,67,846,65.38,16.55,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147074,20.47,42.34,146,994.655,77.85,67,846,65.4,16.56,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147075,20.48,42.3,146,994.654,76.54,65,832,65.41,16.57,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147076,20.52,42.25,137,994.653,77.9,67,846,65.46,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147077,20.53,42.23,137,994.66,77.66,67,846,65.47,16.61,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147078,20.52,42.23,148,994.659,78.21,67,846,65.46,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147079,20.52,42.25,146,994.657,78.4,70,863,65.46,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147080,20.51,42.27,146,994.65,78.87,74,891,65.45,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147081,20.5,42.32,146,994.649,77.1,72,877,65.44,16.59,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147083,20.49,42.33,144,994.651,77.27,72,877,65.43,16.58,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147084,20.5,42.33,146,994.651,77.5,70,863,65.44,16.59,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147085,20.52,42.34,146,994.654,77.18,70,863,65.46,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147086,20.51,42.3,146,994.654,77.89,67,846,65.45,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147087,20.53,42.3,146,994.652,77.65,70,863,65.47,16.61,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147088,20.52,42.27,141,994.654,77.64,72,877,65.46,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147089,20.51,42.29,146,994.654,77.49,74,889,65.45,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147090,20.52,42.3,141,994.651,77.14,76,905,65.46,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147091,20.5,42.34,146,994.651,77.89,74,889,65.44,16.59,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147092,20.5,42.33,146,994.646,78.18,72,877,65.44,16.59,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147094,20.5,42.31,146,994.641,78.45,72,877,65.44,16.59,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147095,20.52,42.28,148,994.638,76.82,72,877,65.46,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147096,20.51,42.32,144,994.636,78.74,72,877,65.45,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147097,20.5,42.33,146,994.633,76.86,74,891,65.44,16.59,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147098,20.52,42.3,146,994.629,76.87,72,877,65.46,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147099,20.52,42.28,141,994.627,76.7,72,877,65.46,16.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147100,20.53,42.25,146,994.625,76.89,70,863,65.47,16.61,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147101,20.55,42.2,144,994.628,78.85,72,877,65.49,16.62,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147102,20.54,42.21,146,994.628,79.45,72,877,65.48,16.62,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
