time_measured,temperature,relative_humidity,ambient_light,barometric_pressure,sound_noise,eTVOC,eCO2,discomfort_index,heat_stroke,vibration_information,si_value,pga,seismic_intensity,temperature_flag,relative_humidity_flag,ambient_light_flag,barometric_pressure_flag,sound_noise_flag,etvoc_flag,eco2_flag,discomfort_index_flag,heat_stroke_flag,si_value_flag,pga_flag,seismic_intensity_flag
1710147433,20.8,42.65,150,994.392,78.36,68,848,65.83,16.82,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147434,20.81,42.61,150,994.395,78.44,70,865,65.84,16.83,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147436,20.81,42.63,150,994.395,77.61,65,832,65.84,16.83,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147437,20.83,42.61,150,994.401,78.12,68,848,65.86,16.85,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147438,20.84,42.57,150,994.403,78.23,70,865,65.87,16.86,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147439,20.84,42.59,150,994.399,77.31,73,880,65.87,16.86,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147440,20.85,42.55,150,994.396,77.62,73,880,65.88,16.86,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147441,20.84,42.57,150,994.398,78.81,74,891,65.87,16.86,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147442,20.86,42.54,150,994.395,77.76,77,909,65.89,16.87,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147443,20.88,42.51,150,994.389,79.26,79,923,65.92,16.88,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147444,20.9,42.45,148,994.392,77.93,81,935,65.94,16.89,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147445,20.89,42.49,146,994.393,77.51,81,935,65.93,16.89,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147447,20.87,42.53,144,994.393,77.57,84,956,65.91,16.87,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147448,20.87,42.53,148,994.39,78.13,84,956,65.91,16.87,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147449,20.89,42.56,150,994.391,77.43,84,956,65.93,16.89,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147450,20.9,42.56,150,994.388,77.84,84,956,65.94,16.89,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147451,20.92,42.54,150,994.388,77.01,84,956,65.97,16.91,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147452,20.94,42.51,150,994.385,77.96,84,956,65.99,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147453,20.92,42.53,150,994.384,78.43,84,956,65.97,16.91,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147454,20.93,42.51,150,994.379,77.25,81,935,65.98,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147455,20.94,42.51,150,994.376,78.02,81,935,65.99,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147457,20.94,42.49,150,994.375,76.98,81,935,65.99,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147458,20.95,42.43,150,994.374,77.91,79,923,66.0,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147459,20.93,42.46,150,994.373,77.82,84,956,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147460,20.93,42.46,150,994.369,79.18,81,935,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147461,20.93,42.45,150,994.369,77.94,81,935,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147462,20.92,42.45,150,994.367,77.33,79,923,65.96,16.91,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147463,20.92,42.45,150,994.373,77.88,79,923,65.96,16.91,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147464,20.93,42.41,150,994.374,77.0,79,923,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147465,20.95,42.39,150,994.372,78.03,79,923,65.99,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147466,20.97,42.35,150,994.374,77.32,77,909,66.02,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147468,20.96,42.33,150,994.374,78.55,74,891,66.0,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147469,20.96,42.3,150,994.371,76.94,74,891,66.0,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147470,20.94,42.35,150,994.369,76.35,74,891,65.98,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147471,20.94,42.35,150,994.371,77.88,77,909,65.98,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147472,20.94,42.39,150,994.372,77.5,74,891,65.98,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147473,20.93,42.41,150,994.371,77.58,77,909,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147474,20.94,42.36,150,994.369,77.29,77,909,65.98,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147475,20.94,42.33,150,994.364,78.34,79,923,65.98,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147476,20.96,42.32,148,994.36,77.82,81,935,66.0,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147477,20.97,42.27,150,994.361,77.54,79,923,66.01,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147479,20.97,42.27,150,994.361,77.87,77,909,66.01,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147480,20.97,42.27,150,994.358,77.87,82,940,66.01,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147481,20.97,42.26,150,994.361,79.15,79,925,66.01,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147482,20.95,42.28,150,994.365,79.2,82,940,65.99,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147483,20.97,42.28,148,994.362,78.72,79,925,66.01,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147484,20.97,42.27,150,994.362,78.35,84,954,66.01,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147485,20.96,42.3,150,994.363,78.17,82,940,66.0,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147486,20.95,42.34,150,994.362,76.52,84,956,65.99,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147487,20.95,42.34,150,994.359,77.58,84,956,65.99,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147489,20.95,42.34,150,994.356,78.11,86,970,65.99,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147490,20.94,42.35,150,994.356,77.04,86,970,65.98,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147491,20.95,42.34,150,994.358,77.91,86,970,65.99,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147492,20.94,42.39,150,994.36,77.28,86,970,65.98,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147493,20.94,42.41,150,994.357,76.8,86,970,65.98,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147494,20.93,42.43,150,994.352,79.39,86,970,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147495,20.9,42.48,150,994.353,78.32,86,970,65.94,16.89,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147496,20.9,42.48,150,994.353,78.27,84,956,65.94,16.89,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147497,20.89,42.47,150,994.354,77.13,86,970,65.93,16.89,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147498,20.92,42.42,150,994.354,78.0,86,970,65.96,16.91,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147500,20.92,42.43,150,994.35,77.29,84,956,65.96,16.91,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147501,20.93,42.38,150,994.349,78.18,81,935,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147502,20.91,42.41,150,994.35,78.81,79,923,65.95,16.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147503,20.89,42.46,150,994.344,77.34,79,923,65.93,16.89,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147504,20.91,42.39,150,994.341,78.1,77,909,65.95,16.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147505,20.91,42.36,150,994.335,77.51,74,891,65.94,16.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147506,20.92,42.33,150,994.331,78.44,74,891,65.95,16.91,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147507,20.93,42.28,148,994.332,77.76,77,909,65.96,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147508,20.94,42.27,150,994.329,77.38,77,907,65.97,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147509,20.94,42.28,150,994.331,78.19,77,907,65.98,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147511,20.94,42.27,150,994.331,77.81,77,907,65.97,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147512,20.94,42.24,150,994.329,78.29,73,880,65.97,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147513,20.95,42.26,150,994.327,77.87,70,865,65.99,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147514,20.95,42.23,150,994.326,77.44,70,865,65.98,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147515,20.95,42.24,150,994.323,78.52,70,863,65.98,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147516,20.97,42.23,150,994.323,77.62,72,877,66.01,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147517,20.99,42.16,150,994.32,77.23,72,877,66.03,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147518,21.01,42.12,150,994.326,78.37,72,877,66.05,16.96,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147519,21.02,42.09,150,994.324,78.86,72,877,66.06,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147521,21.02,42.09,150,994.326,78.44,67,844,66.06,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147522,21.04,42.07,150,994.327,78.76,74,891,66.08,16.99,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147523,21.04,42.06,150,994.326,77.27,72,877,66.08,16.99,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147524,21.05,42.05,150,994.327,77.83,72,877,66.1,17.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147525,21.04,42.08,150,994.325,77.66,72,877,66.09,16.99,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147526,21.04,42.06,150,994.33,77.11,72,877,66.08,16.99,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147527,21.04,42.08,150,994.329,77.79,74,891,66.09,16.99,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147528,21.05,42.04,150,994.326,77.6,74,891,66.09,17.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147529,21.09,41.99,150,994.322,77.88,76,905,66.14,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147530,21.07,42.02,150,994.323,77.97,81,935,66.12,17.01,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147532,21.06,42.05,150,994.324,76.9,76,905,66.11,17.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147533,21.06,42.07,150,994.326,77.32,76,905,66.11,17.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147534,21.06,42.08,150,994.326,78.14,74,891,66.11,17.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147535,21.08,42.06,150,994.325,78.25,72,877,66.13,17.01,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147536,21.08,42.03,150,994.321,77.85,72,877,66.13,17.01,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147537,21.07,42.04,150,994.319,78.37,72,877,66.12,17.01,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147538,21.08,42.0,150,994.322,76.79,72,877,66.13,17.01,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147539,21.09,41.97,141,994.32,78.07,74,891,66.14,16.94,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147540,21.11,41.92,146,994.321,77.71,74,891,66.16,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147541,21.1,41.93,146,994.322,78.21,72,877,66.15,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147543,21.1,41.93,146,994.321,77.61,74,891,66.15,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147544,21.1,41.93,141,994.32,78.38,72,877,66.15,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147545,21.11,41.91,144,994.32,76.82,72,877,66.16,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147546,21.13,41.84,146,994.318,77.94,72,877,66.18,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147547,21.14,41.79,148,994.313,77.09,72,877,66.19,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147548,21.14,41.79,148,994.311,77.44,72,877,66.19,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147549,21.15,41.76,148,994.31,78.13,74,889,66.2,16.98,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147550,21.14,41.8,148,994.313,77.97,69,855,66.19,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147551,21.13,41.77,148,994.31,77.6,69,855,66.17,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147553,21.13,41.78,144,994.305,78.35,67,844,66.18,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147554,21.14,41.77,144,994.302,77.82,67,846,66.19,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147555,21.14,41.75,146,994.302,77.66,69,855,66.19,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147556,21.15,41.72,146,994.302,77.3,67,846,66.2,16.98,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147557,21.14,41.69,146,994.302,77.69,66,836,66.18,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147558,21.15,41.65,148,994.307,77.85,66,836,66.19,16.98,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147559,21.13,41.67,146,994.308,77.4,66,836,66.17,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147560,21.15,41.69,148,994.31,77.94,66,836,66.19,16.98,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147561,21.12,41.74,146,994.309,77.32,66,836,66.16,16.96,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147562,21.14,41.69,148,994.31,78.61,66,836,66.18,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147564,21.13,41.71,146,994.307,77.16,67,846,66.17,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147565,21.1,41.73,146,994.309,78.31,67,846,66.14,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147566,21.13,41.7,146,994.305,77.08,72,874,66.17,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147567,21.13,41.72,148,994.305,77.78,72,874,66.17,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147568,21.13,41.7,148,994.305,78.09,72,874,66.17,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147569,21.13,41.7,148,994.303,79.0,72,874,66.17,16.97,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147570,21.11,41.74,148,994.303,77.03,74,889,66.15,16.95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147571,21.08,41.78,148,994.297,76.53,74,889,66.11,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147572,21.07,41.83,146,994.296,77.39,76,905,66.11,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147573,21.05,41.87,146,994.292,78.23,76,905,66.08,16.91,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147575,21.07,41.84,146,994.288,78.34,74,891,66.11,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147576,21.04,41.9,146,994.285,76.98,79,923,66.07,16.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147577,21.04,41.89,148,994.285,77.32,79,923,66.07,16.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147578,21.04,41.86,146,994.283,77.03,76,905,66.07,16.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147579,21.02,41.91,148,994.286,77.14,81,935,66.05,16.88,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147580,21.01,41.93,146,994.286,78.5,76,905,66.04,16.88,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147581,20.99,41.98,148,994.288,77.1,79,923,66.02,16.86,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147582,21.01,41.93,148,994.287,76.45,76,905,66.04,16.88,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147583,21.03,41.91,146,994.288,79.05,76,905,66.06,16.89,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147585,21.03,41.87,146,994.284,76.77,74,891,66.06,16.89,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147586,21.04,41.86,146,994.282,77.47,74,891,66.07,16.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147587,21.04,41.88,146,994.276,77.45,74,891,66.07,16.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147588,21.05,41.86,135,994.273,77.81,72,877,66.08,16.91,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147589,21.04,41.87,146,994.272,77.05,76,905,66.07,16.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147590,21.03,41.9,146,994.271,78.28,76,905,66.06,16.89,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147591,21.02,41.9,148,994.271,78.32,76,905,66.05,16.88,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147592,20.96,41.98,146,994.265,78.18,79,923,65.98,16.84,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147593,20.95,42.02,148,994.266,77.16,81,935,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147594,20.95,42.02,148,994.268,77.26,81,935,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147596,20.95,42.01,146,994.266,77.99,81,935,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147597,20.95,42.04,146,994.269,77.09,81,935,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147598,20.97,42.03,146,994.271,78.88,81,935,66.0,16.93,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1710147599,20.95,42.06,146,994.271,77.42,81,935,65.97,16.92,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
